price,flooring,water_availability_hours,available_units,towers,locality_rank,locality_rating,locality_review_count,environment_rating,commuting_rating,places_of_interest_rating,rera_id,electricity_availability_hours,construction,ownership,authority_approval,bed,bath,parking,area,flat_on_floor,total_floor,lift,balcony,lattitude,longitude,project_in_acres,project_age_months,builder,project_name,furnish,city,location,property_type,status,extra_rooms,facing,seller,overlooking,bath_bed_ratio,bed_area_ratio,bed_bath_ratio,bed_balcony_ratio,project_density,compactness_ratio,floor_ratio,remaining_floors,area_per_bedroom,area_per_bathroom,area_per_balcony,area_per_parking,balcony_to_bed_ratio,parking_to_bed_ratio,lift_to_total_floor_ratio,distance_to_center_km,education_mean_km,education_min_km,education_within_2km,transport_mean_km,transport_min_km,transport_within_2km,shopping_centre_mean_km,shopping_centre_min_km,shopping_centre_within_2km,commercial_hub_mean_km,commercial_hub_min_km,commercial_hub_within_2km,hospital_within_2km,tourist_within_2km,overall_min_mean_km,overall_avg_mean_km,overall_min_min_km,overall_avg_min_km,total_within_2km,assigned_amenities_score,amenities_count
₹81.0 lac,vitrified,,,,,4.2,217.0,4.4,4.0,4.4,,,new construction,,,1.0,1.0,,405.0,9.0,23.0,,,19.1196773,72.9050809,,,nan,nan,semi-furnished,mumbai,powai,resale,ready to move,,west,person,"garden/park, main road",1.0,0.0024691358024691358,1.0,,,,0.391304347826087,14.0,405.0,405.0,,,,,,19.244875433887174,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹59.0 lac,vitrified,24.0,300.0,7.0,11.0,4.1,574.0,4.0,4.2,4.2,,no/rare powercut,new construction,freehold,,1.0,2.0,,470.0,,,2.0,1.0,19.0473216,73.0699046,8.0,68.0,today global,today global anandam,unfurnished,navi mumbai,kharghar,resale,ready to move,,east,person,"garden/park, main road, pool",2.0,0.002127659574468085,0.5,1.0,37.5,58.75,,,470.0,235.0,470.0,,1.0,,,5.48194964810103,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,0,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2,8.0,1
₹65.0 lac,vitrified,24.0,,,,4.6,3.0,4.6,4.8,4.4,,no/rare powercut,10 to 15 years,freehold,,2.0,1.0,,430.0,,,1.0,,19.043642044067383,73.07227325439453,,,nan,nan,semi-furnished,navi mumbai,sector 13 kharghar,resale,ready to move,,east,person,main road,0.5,0.004651162790697674,2.0,,,,,,215.0,430.0,,,,,,5.62056037150681,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹2.65 cr,marble,,,,,4.1,23.0,4.2,3.9,4.2,,,above 20 years,co-operative society,rwa/co-operative housing society,2.0,2.0,,760.0,3.0,6.0,,3.0,19.13628578186035,72.8160629272461,,,nan,nan,unfurnished,mumbai,versova andheri west,resale,ready to move,,east,person,"garden/park, main road",1.0,0.002631578947368421,1.0,0.6666666666666666,,,0.5,3.0,380.0,380.0,253.33333333333334,,1.5,,,18.28037013637494,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹17.0 lac,,,,,83.0,3.3,0.0,3.5,3.4,2.9,,,less than 5 years,,,1.0,1.0,,352.0,4.0,4.0,,1.0,19.7019886,72.7747325,,,nan,ipsit landmark,unfurnished,palghar,palghar,resale,ready to move,,,person,,1.0,0.002840909090909091,1.0,1.0,,,1.0,0.0,352.0,352.0,352.0,,1.0,,,0.7757297350530014,1.0,1.0,1,,,0,,,0,,,0,0,0,1.0,1.0,1.0,1.0,1,,1
₹1.40 cr,vitrified,24.0,24.0,,7.0,4.1,190.0,4.1,4.1,4.2,,no/rare powercut,15 to 20 years,co-operative society,city and industrial development corporation - navi mumbai,2.0,2.0,,580.0,0.0,4.0,,1.0,19.159192,72.994696,,,nan,triveni society,furnished,navi mumbai,airoli,resale,ready to move,none of these,east,person,main road,1.0,0.0034482758620689655,1.0,2.0,,,0.0,4.0,290.0,290.0,580.0,,0.5,,,14.28159468224814,1.675,0.2,2,0.75,0.7,2,1.35,1.2,2,1.05,0.8,4,0,1,0.6,1.085,0.2,0.7,11,,1
₹3.80 cr,,,2300.0,11.0,322.0,4.4,17.0,4.6,4.3,4.4,,,less than 5 years,co-operative society,,4.0,3.0,,1281.0,1.0,48.0,,1.0,19.1341354387679,72.9249978851096,15.0,131.0,runwal group,runwal forests,unfurnished,mumbai,kanjurmarg west,resale,ready to move,puja,north,person,garden/park,0.75,0.00312256049960968,1.3333333333333333,4.0,153.33333333333334,85.4,0.020833333333333332,47.0,320.25,427.0,1281.0,,0.25,,,21.72871297274251,,,0,,,0,,,0,,,0,0,0,,,,,0,228.0,33
₹1.72 cr,vitrified,24.0,,,,4.2,372.0,4.2,4.0,4.3,,no/rare powercut,new construction,freehold,,2.0,2.0,,605.0,,,2.0,,19.24403381347656,72.84823608398438,,,nan,nan,unfurnished,mumbai,borivali west,resale,ready to move,none of these,east,realestateagent,"garden/park, main road",1.0,0.003305785123966942,1.0,,,,,,302.5,302.5,,,,,,30.519954783523918,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹1.20 cr,"granite, vitrified",24.0,2300.0,11.0,322.0,4.4,17.0,4.6,4.3,4.4,,no/rare powercut,less than 5 years,freehold,municipal corporation of greater mumbai,2.0,2.0,1.0,471.0,20.0,39.0,3.0,,19.1341354387679,72.9249978851096,15.0,131.0,runwal group,runwal forests,unfurnished,mumbai,kanjurmarg west,resale,ready to move,none of these,north - east,realestateagent,garden/park,1.0,0.004246284501061571,1.0,,153.33333333333334,31.4,0.5128205128205128,19.0,235.5,235.5,,471.0,,0.5,0.07692307692307693,21.72871297274251,,,0,,,0,,,0,,,0,0,0,,,,,0,228.0,33
₹60.0 lac,vitrified,24.0,,,,3.8,7.0,3.9,3.8,3.9,,no/rare powercut,under construction,freehold,city municipal corporation,1.0,2.0,,447.0,12.0,29.0,3.0,,19.282974243164062,72.87361907958984,,,nan,nan,unfurnished,thane,ramdev park,new property,under construction,store,east,realestateagent,"garden/park, main road",2.0,0.0022371364653243847,0.5,,,,0.41379310344827586,17.0,447.0,223.5,,,,,0.10344827586206896,35.22675053518386,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹1.16 cr,"ceramic tiles, vitrified",24.0,1020.0,3.0,132.0,3.8,37.0,3.7,3.6,4.2,,no/rare powercut,under construction,freehold,municipal corporation of greater mumbai,1.0,2.0,1.0,401.0,15.0,35.0,3.0,,19.1405116,72.8421555,5.0,25.0,roswalt realty,roswalt zaiden,unfurnished,mumbai,jogeshwari west,new property,under construction,none of these,east,realestateagent,"garden/park, main road",2.0,0.0024937655860349127,0.5,,204.0,80.2,0.42857142857142855,20.0,401.0,200.5,,401.0,,1.0,0.08571428571428572,19.04747931415691,6.733333333333333,0.4,1,9.2,9.1,0,5.76,0.3,2,,,0,3,0,0.8000000000000002,5.623333333333334,0.3,2.575,6,109.0,16
₹1.20 cr,"granite, mosaic",24.0,,,,4.3,364.0,4.4,4.2,4.4,,no/rare powercut,less than 5 years,freehold,municipal corporation of greater mumbai,1.0,2.0,1.0,390.0,11.0,18.0,2.0,,19.2101312179652,72.8305011930765,,,nan,nan,unfurnished,mumbai,kandivali west,resale,ready to move,none of these,east,realestateagent,"garden/park, main road",2.0,0.002564102564102564,0.5,,,,0.6111111111111112,7.0,390.0,195.0,,390.0,,1.0,0.1111111111111111,26.569911484772927,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹1.95 cr,,,330.0,3.0,102.0,4.0,292.0,3.8,3.9,4.3,,,under construction,freehold,,2.0,2.0,,1300.0,7.0,19.0,,1.0,19.0459181155422,72.8975231581492,1.0,76.0,tridhaatu realty,tridhaatu morya,semi-furnished,mumbai,chembur,new property,under construction,"puja, store, servant",east,realestateagent,garden/park,1.0,0.0015384615384615385,1.0,2.0,330.0,1300.0,0.3684210526315789,12.0,650.0,650.0,1300.0,,0.5,,,12.369271988327576,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,0,2,1.5,4.010833333333333,1.3,1.75,6,110.0,16
₹1.10 cr,vitrified,24.0,950.0,3.0,170.0,3.9,242.0,3.9,3.7,4.1,,no/rare powercut,under construction,freehold,municipal corporation of greater mumbai,1.0,2.0,1.0,391.0,24.0,37.0,4.0,,19.16689012,72.84155685,2.0,47.0,chandak developers,34 park estate,unfurnished,mumbai,goregaon west,new property,under construction,none of these,east,realestateagent,"garden/park, pool",2.0,0.0025575447570332483,0.5,,475.0,195.5,0.6486486486486487,13.0,391.0,195.5,,391.0,,1.0,0.10810810810810811,21.92948576626068,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,3,0,0.3,4.121333333333333,0.1,2.0199999999999996,10,72.0,10
₹38.0 lac,vitrified,24.0,,,,3.7,71.0,3.9,3.6,3.7,,no/rare powercut,new construction,freehold,,1.0,2.0,,473.0,,,1.0,3.0,19.46759414672852,72.7999496459961,,,nan,nan,unfurnished,palghar,virar west,new property,ready to move,,east,realestateagent,"garden/park, main road, pool",2.0,0.0021141649048625794,0.5,0.3333333333333333,,,,,473.0,236.5,157.66666666666666,,3.0,,,25.66918421767089,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹1.56 cr,vitrified,,288.0,5.0,155.0,4.0,256.0,4.1,3.9,4.1,,,under construction,freehold,,2.0,2.0,,666.0,10.0,45.0,,,19.1749536837097,72.943103519999,6.0,53.0,runwal group,runwal sanctuary,unfurnished,mumbai,mulund west,new property,under construction,none of these,east,realestateagent,"garden/park, main road, pool",1.0,0.003003003003003003,1.0,,48.0,111.0,0.2222222222222222,35.0,333.0,333.0,,,,,,26.57305332219651,4.0,1.0,2,5.375025,0.0001,2,2.26002,0.0001,4,5.819999999999999,1.5,2,0,0,2.26002,4.3637612500000005,0.0001,0.62505,10,231.0,33
₹68.0 lac,"ceramic tiles, vitrified",24.0,123.0,1.0,677.0,3.9,5.0,4.0,3.7,4.0,,no/rare powercut,under construction,co-operative society,,1.0,2.0,1.0,392.0,10.0,21.0,3.0,,19.120575,72.938199,,51.0,kripa elite group,kripa elite serene,unfurnished,mumbai,kannamwar nagar 2,new property,under construction,none of these,east,realestateagent,garden/park,2.0,0.002551020408163265,0.5,,,,0.47619047619047616,11.0,392.0,196.0,,392.0,,1.0,0.14285714285714285,21.345684348507504,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹8.85 cr,vitrified,24.0,450.0,2.0,48.0,4.0,22.0,3.9,3.9,4.1,,no/rare powercut,under construction,,,4.0,4.0,3.0,1960.0,17.0,56.0,4.0,,18.9763051806034,72.8384452613639,2.0,29.0,lodha group,lodha bellevue,unfurnished,mumbai,byculla,new property,under construction,none of these,east,realestateagent,"garden/park, main road, pool",1.0,0.0020408163265306124,1.0,,225.0,980.0,0.30357142857142855,39.0,490.0,490.0,,653.3333333333334,,0.75,0.07142857142857142,3.0707157140181653,1.1800000000000002,0.5,4,0.6,0.6,1,2.7,2.5,0,4.2,1.4,1,0,0,0.6,2.17,0.5,1.25,6,261.0,35
₹2.42 cr,vitrified,24.0,,,,3.7,111.0,3.8,3.9,3.7,,no/rare powercut,less than 5 years,leasehold,navi mumbai municipal corporation,3.0,3.0,1.0,1100.0,6.0,34.0,3.0,3.0,19.1271933235627,72.9966520846173,,,nan,nan,unfurnished,navi mumbai,ghansoli,resale,ready to move,none of these,east,realestateagent,garden/park,1.0,0.0027272727272727275,1.0,1.0,,,0.17647058823529413,28.0,366.6666666666667,366.6666666666667,366.6666666666667,1100.0,1.0,0.3333333333333333,0.08823529411764706,10.75735884137876,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹5.33 cr,vitrified,24.0,,,,4.0,292.0,3.8,3.9,4.3,,no/rare powercut,less than 5 years,freehold,municipal corporation of greater mumbai,4.0,3.0,1.0,1530.0,5.0,14.0,2.0,,19.0459181155422,72.8975231581492,,,nan,nan,unfurnished,mumbai,chembur,resale,ready to move,puja,east,realestateagent,garden/park,0.75,0.00261437908496732,1.3333333333333333,,,,0.35714285714285715,9.0,382.5,510.0,,1530.0,,0.25,0.14285714285714285,12.369271988327576,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹1.32 cr,"granite, marble",24.0,170.0,1.0,269.0,4.6,4.0,4.7,4.6,4.5,,no/rare powercut,less than 5 years,freehold,,1.0,2.0,1.0,460.0,-2.0,22.0,2.0,,19.2006371,72.8404621,,105.0,sai krupa developers,skylon spaces,semi-furnished,mumbai,irani wadi,resale,ready to move,none of these,east,realestateagent,main road,2.0,0.002173913043478261,0.5,,,,-0.09090909090909091,24.0,460.0,230.0,,460.0,,1.0,0.09090909090909091,25.629296769928494,,,0,0.0001,0.0001,2,0.32006,0.0001,5,,,0,4,0,0.0001,2.0600733333333334,0.0001,0.0001,11,23.0,4
₹2.23 cr,,,,,,4.1,97.0,4.2,4.0,4.3,,,new construction,co-operative society,,3.0,3.0,,1550.0,21.0,28.0,,1.0,19.058088,73.01625,,,tricity reality pvt. ltd.,tricity montview,unfurnished,navi mumbai,sanpada,new property,,"puja, study",north,realestateagent,"garden/park, main road, pool",1.0,0.001935483870967742,1.0,3.0,,,0.75,7.0,516.6666666666666,516.6666666666666,1550.0,,0.3333333333333333,,,2.8173661238523025,1.16,0.3,5,0.8666666666666667,0.3,3,2.38,1.3,2,1.525,1.3,4,3,0,0.8666666666666667,1.4063333333333332,0.3,0.78,17,,1
₹1.45 cr,vitrified,24.0,,,,4.4,27.0,4.5,4.3,4.5,,no/rare powercut,new construction,freehold,,2.0,2.0,,615.0,,,2.0,,19.204853057861328,72.83411407470703,,,nan,nan,unfurnished,mumbai,jankalyan nagar,resale,ready to move,,east,realestateagent,"garden/park, pool",1.0,0.0032520325203252032,1.0,,,,,,307.5,307.5,,,,,,26.01990196199714,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹2.70 cr,vitrified,24.0,,,127.0,4.2,371.0,4.0,4.0,4.5,,no/rare powercut,less than 5 years,freehold,municipal corporation of greater mumbai,2.0,2.0,,1090.0,7.0,14.0,2.0,,19.174972,72.86657,,,conwood realty,prakriti towers,furnished,mumbai,goregaon east,resale,ready to move,none of these,east,realestateagent,,1.0,0.001834862385321101,1.0,,,,0.5,7.0,545.0,545.0,,,,,0.14285714285714285,23.350041947939307,5.050000000000001,4.7,0,,,0,4.25,0.8,1,4.0600000000000005,2.4,0,1,0,0.8,3.5400000000000005,0.8,2.1750000000000003,2,,1
₹1.41 cr,"ceramic tiles, granite",24.0,108.0,2.0,13.0,3.3,171.0,3.4,3.5,3.1,,no/rare powercut,under construction,co-operative society,city and industrial development corporation - navi mumbai,3.0,3.0,1.0,1086.0,3.0,13.0,2.0,3.0,18.9750941,73.052334,1.0,25.0,delta realty,delta palacio,unfurnished,navi mumbai,ulwe,new property,under construction,store,north - west,realestateagent,main road,1.0,0.0027624309392265192,1.0,1.0,108.0,1086.0,0.23076923076923078,10.0,362.0,362.0,362.0,1086.0,1.0,0.3333333333333333,0.15384615384615385,7.281119170167181,5.35,3.3,0,4.4,4.4,0,7.366666666666667,4.4,0,11.200000000000001,4.8,0,0,0,4.4,7.0791666666666675,3.3,4.2250000000000005,0,24.0,4
₹1.15 cr,vitrified,24.0,,,,4.7,28.0,4.7,4.7,4.6,,no/rare powercut,under construction,freehold,municipal corporation of greater mumbai,1.0,2.0,1.0,450.0,15.0,33.0,3.0,,19.0611638862632,72.8948410560158,,,nan,nan,unfurnished,mumbai,chembur east,new property,under construction,none of these,north - east,realestateagent,garden/park,2.0,0.0022222222222222222,0.5,,,,0.45454545454545453,18.0,450.0,225.0,,450.0,,1.0,0.09090909090909091,13.364121421445695,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹99.0 lac,vitrified,24.0,31.0,1.0,11.0,4.1,574.0,4.0,4.2,4.2,,no/rare powercut,under construction,leasehold,,2.0,2.0,1.0,750.0,10.0,25.0,2.0,1.0,19.0656721198219,73.05961185164,0.6017,17.0,tharwani group,tharwani palladian,unfurnished,navi mumbai,kharghar,new property,under construction,puja,east,realestateagent,"garden/park, main road",1.0,0.0026666666666666666,1.0,2.0,51.52069137443909,1246.4683397041715,0.4,15.0,375.0,375.0,750.0,750.0,0.5,0.5,0.08,5.525635353413592,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,0,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2,103.0,15
₹1.45 cr,"marble, vitrified, wooden",24.0,168.0,1.0,232.0,4.0,139.0,3.9,4.0,4.0,,no/rare powercut,under construction,freehold,municipal corporation of greater mumbai,2.0,2.0,1.0,622.0,13.0,22.0,2.0,,19.15608564,72.94130268,0.9998,10.0,ashapura realtors,samarth aura,semi-furnished,mumbai,bhandup west,resale,under construction,none of these,west,realestateagent,"garden/park, main road, pool",1.0,0.003215434083601286,1.0,,168.03360672134426,622.124424884977,0.5909090909090909,9.0,311.0,311.0,,622.0,,0.5,0.09090909090909091,24.709956269359143,5.1000000000000005,0.4,1,6.0,1.7,1,4.4,0.9,1,8.15,6.0,0,1,0,0.7,4.87,0.4,1.94,4,71.0,10
₹2.61 cr,,24.0,,,6.0,4.2,112.0,4.4,4.2,4.2,,no/rare powercut,10 to 15 years,freehold,,3.0,3.0,,930.0,1.0,9.0,2.0,1.0,19.0086759,73.0325787,,,nan,neelsidhi splendour,furnished,navi mumbai,cbd belapur,resale,ready to move,,,person,,1.0,0.0032258064516129032,1.0,3.0,,,0.1111111111111111,8.0,310.0,310.0,930.0,,0.3333333333333333,,0.2222222222222222,3.0106511029483416,1.6,1.1,4,0.58,0.1,5,1.1800000000000002,0.9,5,0.78,0.1,5,2,0,0.58,1.038,0.1,0.64,21,,1
₹96.0 lac,vitrified,24.0,207.0,7.0,408.0,0.0,4.0,,,,,no/rare powercut,under construction,freehold,maharashtra housing and area development authority,2.0,2.0,1.0,845.0,17.0,39.0,3.0,2.0,19.2829267647424,72.8627883689306,13.0,165.0,sanghvi s3 group,sanghvi ecocity,unfurnished,thane,mira road area,new property,under construction,store,east,realestateagent,"garden/park, main road, pool",1.0,0.002366863905325444,1.0,1.0,15.923076923076923,65.0,0.4358974358974359,22.0,422.5,422.5,422.5,845.0,1.0,0.5,0.07692307692307693,14.274402079883194,10.2,10.2,0,1.4,1.4,1,6.5,1.7,1,13.166666666666666,10.7,0,1,0,0.9,6.433333333333333,0.9,4.9799999999999995,3,225.0,33
₹2.15 cr,vitrified,24.0,1266.0,10.0,8.0,3.8,59.0,4.0,3.8,3.7,,no/rare powercut,under construction,freehold,thane municipal corporation,3.0,3.0,2.0,984.0,17.0,42.0,4.0,1.0,19.2321621,72.9873688,7.0,37.0,kalpataru ltd.,eternia at kalpataru parkcity,unfurnished,thane,kolshet road,new property,under construction,none of these,north - east,realestateagent,"garden/park, main road, pool",1.0,0.003048780487804878,1.0,3.0,180.85714285714286,140.57142857142858,0.40476190476190477,25.0,328.0,328.0,984.0,492.0,0.3333333333333333,0.6666666666666666,0.09523809523809523,2.2698404022871217,2.1399999999999997,0.4,3,,,0,1.525,0.7,3,,,0,0,0,1.525,1.8324999999999998,0.4,0.55,6,82.0,11
₹1.65 cr,normal tiles/kotah stone,24.0,,,,3.9,60.0,3.9,3.8,4.0,,no/rare powercut,above 20 years,co-operative society,thane municipal corporation,2.0,2.0,,700.0,1.0,15.0,2.0,2.0,19.1949989525044,72.9666959533383,,,nan,nan,unfurnished,thane,panch pakhdi,resale,ready to move,none of these,west,realestateagent,,1.0,0.002857142857142857,1.0,1.0,,,0.06666666666666667,14.0,350.0,350.0,350.0,,1.0,,0.13333333333333333,2.3981450886114084,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹3.90 cr,"ceramic tiles, granite, vitrified, wooden",24.0,,,,4.5,171.0,4.6,4.4,4.5,,no/rare powercut,under construction,freehold,city and industrial development corporation - navi mumbai,3.0,3.0,2.0,2000.0,10.0,14.0,4.0,5.0,19.0134923674099,73.0176711021806,,,nan,nan,unfurnished,navi mumbai,seawoods,new property,under construction,"store, servant",west,realestateagent,"garden/park, main road",1.0,0.0015,1.0,0.6,,,0.7142857142857143,4.0,666.6666666666666,666.6666666666666,400.0,1000.0,1.6666666666666667,0.6666666666666666,0.2857142857142857,2.182921663438345,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹1.30 cr,vitrified,24.0,,,,0.0,0.0,,,,,no/rare powercut,10 to 15 years,power of attorney,,2.0,1.0,1.0,533.0,4.0,6.0,1.0,2.0,19.07589153,72.99431316,,,nan,nan,semi-furnished,navi mumbai,sector 9a vashi,resale,ready to move,none of these,east,realestateagent,main road,0.5,0.00375234521575985,2.0,1.0,,,0.6666666666666666,2.0,266.5,533.0,266.5,533.0,1.0,0.5,0.16666666666666666,5.480425424217176,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹2.32 cr,vitrified,,206.0,1.0,170.0,3.9,242.0,3.9,3.7,4.1,,,under construction,freehold,,2.0,2.0,,775.0,20.0,48.0,,,19.1630920855215,72.8398088005091,1.0,8.0,avalon residency llp,avalon residency,unfurnished,mumbai,goregaon west,new property,under construction,,north - west,realestateagent,main road,1.0,0.0025806451612903226,1.0,,206.0,775.0,0.4166666666666667,28.0,387.5,387.5,,,,,,21.484334524575477,4.866666666666666,0.6,1,8.7,7.6,0,2.08,0.1,4,4.66,1.7,2,3,0,0.3,4.121333333333333,0.1,2.0199999999999996,10,206.0,29
₹3.15 cr,vitrified,24.0,636.0,12.0,102.0,4.0,292.0,3.8,3.9,4.3,,no/rare powercut,10 to 15 years,freehold,city municipal corporation,2.0,2.0,1.0,850.0,10.0,17.0,2.0,,19.0483954,72.9068286,9.0,186.0,hiranandani group,maitri park,unfurnished,mumbai,chembur,resale,ready to move,"puja, study",east,realestateagent,"garden/park, main road",1.0,0.002352941176470588,1.0,,70.66666666666667,94.44444444444444,0.5882352941176471,7.0,425.0,425.0,,850.0,,0.5,0.11764705882352941,13.290752459393607,2.25,1.3,3,,,0,5.033333333333333,2.7,0,7.26,1.5,1,0,2,1.5,4.010833333333333,1.3,1.75,6,81.0,12
₹1.05 cr,vitrified,24.0,,,1.0,4.3,109.0,4.4,4.2,4.3,,no/rare powercut,5 to 10 years,freehold,thane municipal corporation,2.0,2.0,1.0,650.0,9.0,16.0,2.0,1.0,19.2577957544321,72.9839623718896,,,nan,madhav palacia,unfurnished,thane,hiranandani estate,resale,ready to move,none of these,north - east,realestateagent,"garden/park, main road",1.0,0.003076923076923077,1.0,2.0,,,0.5625,7.0,325.0,325.0,650.0,650.0,0.5,0.5,0.125,4.916900050432296,0.9199999999999999,0.2,4,,,0,0.43333333333333335,0.2,3,,,0,0,0,0.43333333333333335,0.6766666666666666,0.2,0.2,7,378.0,50
₹2.25 cr,,,,,13.0,4.1,155.0,4.0,3.9,4.3,,,above 20 years,freehold,,2.0,2.0,,610.0,5.0,5.0,,,19.0833325,72.8361242,,,nan,kamleshwar apartment,unfurnished,mumbai,santacruz west,resale,ready to move,puja,north,realestateagent,garden/park,1.0,0.003278688524590164,1.0,,,,1.0,0.0,305.0,305.0,,,,,,12.689713160988543,3.725,0.1,2,9.2,8.2,0,1.24,0.4,4,8.866666666666667,8.1,0,0,0,1.24,5.757916666666667,0.1,4.199999999999999,6,,1
₹2.75 cr,vitrified,24.0,,,309.0,4.2,8.0,4.2,4.3,4.1,,no/rare powercut,less than 5 years,freehold,developer,3.0,3.0,1.0,880.0,5.0,15.0,2.0,,19.1641,72.85386,,,nan,jay prakash nagar,unfurnished,mumbai,jay prakash nagar goregaon east,resale,ready to move,none of these,east,realestateagent,garden/park,1.0,0.003409090909090909,1.0,,,,0.3333333333333333,10.0,293.3333333333333,293.3333333333333,,880.0,,0.3333333333333333,0.13333333333333333,21.86112699710491,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹1.40 cr,,,2549.0,13.0,4.0,4.0,115.0,4.0,3.9,4.0,,,5 to 10 years,,,2.0,2.0,,625.0,14.0,37.0,,1.0,19.215865938964,72.9914374146644,127.0,227.0,rustomjee,rustomjee urbania,unfurnished,thane,majiwada,resale,ready to move,,,person,,1.0,0.0032,1.0,2.0,20.070866141732285,4.921259842519685,0.3783783783783784,23.0,312.5,312.5,625.0,,0.5,,,1.4780681975121663,1.92,0.2,3,0.0001,0.0001,1,1.8,1.8,1,,,0,0,0,0.0001,1.2400333333333333,0.0001,0.6667000000000001,5,111.0,16
₹98.0 lac,,,,,,4.2,372.0,4.2,4.0,4.3,,,above 20 years,co-operative society,,1.0,2.0,,430.0,3.0,7.0,,,19.2335321,72.839198,,,nan,nan,semi-furnished,mumbai,borivali west,resale,ready to move,study,east,realestateagent,"garden/park, main road",2.0,0.002325581395348837,0.5,,,,0.42857142857142855,4.0,430.0,215.0,,,,,,29.246856010677217,,,0,,,0,,,0,,,0,0,0,,,,,0,,1
₹1.52 cr,vitrified,24.0,764.0,12.0,11.0,4.1,574.0,4.0,4.2,4.2,,no/rare powercut,5 to 10 years,co-operative society,city and industrial development corporation - navi mumbai,3.0,3.0,1.0,950.0,1.0,16.0,2.0,3.0,19.0656721198219,73.05961185164,3.0,202.0,nisarg nirman developers,hyde park,furnished,navi mumbai,kharghar,resale,ready to move,none of these,north - east,realestateagent,garden/park,1.0,0.003157894736842105,1.0,1.0,254.66666666666666,316.6666666666667,0.0625,15.0,316.6666666666667,316.6666666666667,316.6666666666667,950.0,1.0,0.3333333333333333,0.125,5.525635353413592,3.04,1.1,1,2.7600000000000002,1.9,1,4.12,2.3,0,6.0,2.3,0,0,0,2.7600000000000002,3.9800000000000004,1.1,1.9,2,111.0,17
₹1.25 cr,vitrified,24.0,130.0,2.0,236.0,4.1,379.0,4.0,3.7,4.5,,no/rare powercut,10 to 15 years,freehold,municipal corporation of greater mumbai,1.0,2.0,,410.0,4.0,7.0,1.0,,19.1737749886016,72.8406757267728,2.0,200.0,acme group india,acme complex,furnished,mumbai,malad west,resale,ready to move,none of these,east,realestateagent,garden/park,2.0,0.0024390243902439024,0.5,,65.0,205.0,0.5714285714285714,3.0,410.0,205.0,,,,,0.14285714285714285,22.67278704388688,4.25,0.4,1,,,0,1.58,0.7,3,7.033333333333334,5.6,0,2,1,0.7,2.9326666666666665,0.4,1.6199999999999999,7,109.0,17
₹3.15 cr,"ceramic tiles, granite, marble",24.0,209.0,4.0,127.0,4.2,371.0,4.0,4.0,4.5,,no/rare powercut,5 to 10 years,freehold,municipal corporation of greater mumbai,2.0,2.0,1.0,885.0,13.0,45.0,4.0,2.0,19.1562110822264,72.8758090633208,1.0,176.0,lodha group,lodha fiorenza,semi-furnished,mumbai,goregaon east,resale,ready to move,none of these,east,realestateagent,"garden/park, pool",1.0,0.0022598870056497176,1.0,1.0,209.0,885.0,0.28888888888888886,32.0,442.5,442.5,442.5,885.0,1.0,0.5,0.08888888888888889,21.632969992676802,5.050000000000001,4.7,0,,,0,4.25,0.8,1,4.0600000000000005,2.4,0,1,0,0.8,3.5400000000000005,0.8,2.1750000000000003,2,112.0,16
₹5.50 cr,,,2371.0,6.0,4.0,4.1,125.0,4.0,4.1,4.3,51900001339,,less than 5 years,freehold,,3.0,3.0,,1592.0,9.0,78.0,,,19.0036486667054,72.8175254882335,14.0,83.0,lodha group,lodha park,semi-furnished,mumbai,worli,resale,ready to move,"puja, store, study",north - east,realestateagent,"garden/park, main road, pool",1.0,0.0018844221105527637,1.0,,169.35714285714286,113.71428571428571,0.11538461538461539,69.0,530.6666666666666,530.6666666666666,,,,,,3.616488797216756,1.0,0.6,2,1.75,1.6,2,1.46,0.4,4,21.7,21.7,0,1,0,1.0,5.402,0.4,5.08,9,332.0,49
